iter	Passed	Remaining
1658	112626	23149
1659	112688	23080
1660	112746	23010
1661	112802	22940
1662	112857	22870
1663	112917	22800
1664	112972	22730
1665	113041	22662
1666	113101	22593
1667	113160	22523
1668	113224	22454
1669	113290	22386
1670	113348	22316
1671	113414	22248
1672	113485	22181
1673	113548	22112
1674	113616	22044
1675	113675	21975
1676	113734	21906
1677	113796	21837
1678	113854	21767
1679	113914	21697
1680	113985	21630
1681	114042	21560
1682	114107	21492
1683	114172	21424
1684	114252	21358
1685	114310	21289
1686	114375	21220
1687	114435	21151
1688	114502	21083
1689	114563	21014
1690	114630	20946
1691	114692	20877
1692	114757	20809
1693	114821	20741
1694	114885	20672
1695	114946	20603
1696	115009	20535
1697	115071	20466
1698	115135	20397
1699	115215	20332
1700	115276	20263
1701	115341	20194
1702	115402	20125
1703	115461	20056
1704	115521	19987
1705	115583	19918
1706	115644	19849
1707	115707	19781
1708	115769	19712
1709	115828	19643
1710	115894	19575
1711	115954	19506
1712	116012	19436
1713	116074	19368
1714	116141	19300
1715	116198	19230
1716	116256	19161
1717	116318	19092
1718	116383	19024
1719	116446	18956
1720	116511	18888
1721	116580	18820
1722	116644	18752
1723	116706	18683
1724	116766	18614
1725	116825	18545
1726	116890	18477
1727	116954	18409
1728	117015	18340
1729	117068	18270
1730	117124	18201
1731	117188	18133
1732	117249	18064
1733	117334	17999
1734	117396	17930
1735	117461	17862
1736	117524	17794
1737	117584	17725
1738	117646	17657
1739	117710	17588
1740	117770	17520
1741	117831	17451
1742	117891	17382
1743	117973	17317
1744	118035	17248
1745	118103	17181
1746	118177	17114
1747	118236	17045
1748	118294	16976
1749	118359	16908
1750	118417	16839
1751	118480	16771
1752	118544	16703
1753	118605	16634
1754	118666	16565
1755	118728	16497
1756	118791	16429
1757	118854	16361
1758	118915	16292
1759	118974	16223
1760	119038	16155
1761	119096	16086
1762	119167	16019
1763	119244	15953
1764	119302	15884
1765	119364	15816
1766	119436	15749
1767	119503	15681
1768	119565	15613
1769	119627	15544
1770	119684	15475
1771	119744	15407
1772	119805	15338
1773	119860	15269
1774	119918	15200
1775	119982	15132
1776	120043	15064
1777	120105	14996
1778	120163	14927
1779	120226	14859
1780	120285	14790
1781	120347	14722
1782	120402	14653
1783	120478	14587
1784	120540	14518
1785	120610	14451
1786	120674	14383
1787	120739	14315
1788	120801	14247
1789	120862	14179
1790	120922	14111
1791	120976	14041
1792	121031	13972
1793	121094	13904
1794	121160	13837
1795	121223	13769
1796	121288	13701
1797	121350	13633
1798	121410	13565
1799	121499	13499
1800	121572	13433
1801	121633	13364
1802	121697	13297
1803	121763	13229
1804	121823	13160
1805	121883	13092
1806	121941	13024
1807	122002	12956
1808	122065	12888
1809	122126	12819
1810	122190	12752
1811	122251	12683
1812	122315	12616
1813	122375	12547
1814	122436	12479
1815	122496	12411
1816	122556	12343
1817	122620	12275
1818	122678	12207
1819	122737	12138
1820	122796	12070
1821	122854	12002
1822	122915	11934
1823	122974	11865
1824	123037	11798
1825	123094	11729
1826	123157	11661
1827	123237	11595
1828	123305	11528
1829	123362	11459
1830	123438	11393
1831	123497	11325
1832	123559	11257
1833	123638	11190
1834	123697	11122
1835	123761	11054
1836	123820	10986
1837	123884	10919
1838	123946	10851
1839	124004	10783
1840	124066	10715
1841	124132	10647
1842	124189	10579
1843	124253	10511
1844	124322	10444
1845	124383	10376
1846	124442	10308
1847	124501	10240
1848	124562	10172
1849	124625	10104
1850	124690	10037
1851	124748	9969
1852	124816	9901
1853	124877	9833
1854	124935	9765
1855	124997	9698
1856	125059	9630
1857	125120	9562
1858	125182	9494
1859	125244	9427
1860	125308	9359
1861	125370	9291
1862	125432	9223
1863	125491	9156
1864	125554	9088
1865	125630	9021
1866	125695	8954
1867	125762	8886
1868	125823	8819
1869	125899	8752
1870	125961	8684
1871	126023	8616
1872	126076	8548
1873	126135	8480
1874	126194	8412
1875	126253	8345
1876	126317	8277
1877	126383	8210
1878	126442	8142
1879	126518	8075
1880	126578	8007
1881	126636	7939
1882	126696	7872
1883	126751	7804
1884	126806	7736
1885	126869	7668
1886	126930	7601
1887	126993	7533
1888	127057	7466
1889	127125	7398
1890	127186	7331
1891	127247	7263
1892	127341	7197
1893	127406	7130
1894	127471	7063
1895	127531	6995
1896	127594	6927
1897	127661	6860
1898	127724	6793
1899	127790	6725
1900	127853	6658
1901	127930	6591
1902	127991	6524
1903	128076	6457
1904	128144	6390
1905	128208	6322
1906	128275	6255
1907	128338	6188
1908	128402	6120
1909	128466	6053
1910	128533	5986
1911	128592	5918
1912	128663	5851
1913	128724	5783
1914	128788	5716
1915	128850	5648
1916	128920	5581
1917	128977	5514
1918	129043	5446
1919	129106	5379
1920	129167	5311
1921	129225	5244
1922	129294	5177
1923	129361	5109
1924	129426	5042
1925	129490	4975
1926	129558	4908
1927	129629	4840
1928	129690	4773
1929	129751	4706
1930	129811	4638
1931	129875	4571
1932	129944	4504
1933	130008	4436
1934	130087	4369
1935	130153	4302
1936	130220	4235
1937	130289	4168
1938	130355	4100
1939	130424	4033
1940	130489	3966
1941	130560	3899
1942	130626	3832
1943	130707	3765
1944	130775	3698
1945	130837	3630
1946	130907	3563
1947	130991	3496
1948	131052	3429
1949	131114	3361
1950	131177	3294
1951	131243	3227
1952	131305	3159
1953	131370	3092
1954	131439	3025
1955	131510	2958
1956	131581	2891
1957	131648	2823
1958	131717	2756
1959	131781	2689
1960	131845	2622
1961	131911	2554
1962	131981	2487
1963	132044	2420
1964	132108	2353
1965	132176	2285
1966	132239	2218
1967	132305	2151
1968	132370	2084
1969	132437	2016
1970	132502	1949
1971	132568	1882
1972	132633	1815
1973	132703	1747
1974	132764	1680
1975	132821	1613
1976	132890	1546
1977	132954	1478
1978	133018	1411
1979	133078	1344
1980	133141	1276
1981	133204	1209
1982	133270	1142
1983	133333	1075
1984	133394	1008
1985	133456	940
1986	133524	873
1987	133602	806
1988	133672	739
1989	133740	672
1990	133805	604
1991	133869	537
1992	133936	470
1993	134018	403
1994	134081	336
1995	134149	268
1996	134215	201
1997	134283	134
1998	134357	67
1999	134432	0
