iter	RMSE
454	0.06839203281
455	0.06833788985
456	0.06827007975
457	0.068179936
458	0.06811123062
459	0.06805616808
460	0.06800793484
461	0.06793394215
462	0.06786805149
463	0.06782346158
464	0.06777123028
465	0.06770027198
466	0.06763578317
467	0.06758057642
468	0.06748249242
469	0.06743902619
470	0.0673872738
471	0.06729263073
472	0.06724459824
473	0.06719526319
474	0.06712770915
475	0.06707248217
476	0.06700095445
477	0.06696809556
478	0.06692799819
479	0.06681300831
480	0.06672021413
481	0.06668433349
482	0.06660777504
483	0.06652091341
484	0.06644250641
485	0.06631105322
486	0.06621337835
487	0.06617519423
488	0.06610274134
489	0.06595910364
490	0.06588552423
491	0.0657967104
492	0.06571249455
493	0.0656462279
494	0.06558622704
495	0.06549533851
496	0.06542631271
497	0.06532178559
498	0.06524403805
499	0.06518003929
500	0.06511044762
501	0.06504487589
502	0.06500532684
503	0.06493715206
504	0.06487482647
505	0.06478694161
506	0.06473176704
507	0.06468734475
508	0.06465660253
509	0.06460744098
510	0.06455905161
511	0.0645046065
512	0.06441610324
513	0.06436036202
514	0.06429423272
515	0.06423063595
516	0.06417589065
517	0.06403034115
518	0.06398516921
519	0.06393536663
520	0.0638778422
521	0.06382499853
522	0.06372788597
523	0.06369727678
524	0.06362069047
525	0.06358707908
526	0.0634665058
527	0.06343830345
528	0.06338078308
529	0.06333804759
530	0.06331553723
531	0.06328460852
532	0.06321702551
533	0.06318222139
534	0.06315014083
535	0.06310589124
536	0.06304081322
537	0.06293344235
538	0.062807738
539	0.06270293107
540	0.06264478026
541	0.0625846417
542	0.06254142051
543	0.06251221183
544	0.06244218022
545	0.06238172925
546	0.06224276162
547	0.06216615708
548	0.0620643887
549	0.06199024589
550	0.06187873611
551	0.0618190344
552	0.06176641527
553	0.06172676803
554	0.06168114327
555	0.06158153814
556	0.06154961557
557	0.06149136451
558	0.06140126783
559	0.06135560531
560	0.06130117878
561	0.06127716255
562	0.06122281218
563	0.0611657451
564	0.06110929631
565	0.06106700641
566	0.06100963495
567	0.06098719154
568	0.06096287416
569	0.06091952041
570	0.06082908013
571	0.0607648324
572	0.06068624708
573	0.06063646366
574	0.0606076074
575	0.0605394349
576	0.06049539931
577	0.06043978054
578	0.06034133367
579	0.06023969792
580	0.06015819989
581	0.06012163857
582	0.06008517114
583	0.06001465938
584	0.05997537137
585	0.05991117592
586	0.05984275146
587	0.05979907945
588	0.05974948552
589	0.05969546084
590	0.05962827488
591	0.05957528691
592	0.0595370856
593	0.0594588498
594	0.05940389139
595	0.05936303311
596	0.05931461424
597	0.05926806718
598	0.05924407659
599	0.05918326697
600	0.0591405974
601	0.05910654256
602	0.05905116227
603	0.05900741193
604	0.05895682182
605	0.05891929166
606	0.05884374995
607	0.05877508948
608	0.05874054166
609	0.05867139768
610	0.05863949949
611	0.05854934982
612	0.05849072955
613	0.05842211882
614	0.05835493334
615	0.05830890172
616	0.05826222017
617	0.0581999899
618	0.05815692282
619	0.05809194816
620	0.05806750897
621	0.0580200285
622	0.05799086751
623	0.05796497593
624	0.05791599593
625	0.05788869465
626	0.05786901589
627	0.05781242641
628	0.05778447836
629	0.05775921657
630	0.05771970604
631	0.05759381711
632	0.05754728669
633	0.05746273798
634	0.0574344646
635	0.05740085725
636	0.05735173992
637	0.05729530108
638	0.05725311633
639	0.05719039212
640	0.05715615194
641	0.05709290584
642	0.05705167414
643	0.05700389256
644	0.05692426554
645	0.05683381203
646	0.0567856289
647	0.05674525328
648	0.05668470262
649	0.05664255754
650	0.0565609946
651	0.05654056665
652	0.0564846784
653	0.05644731359
654	0.05634616715
655	0.0563018583
656	0.05625379878
657	0.05617437342
658	0.05613387773
659	0.05607847035
660	0.05605199119
661	0.05602560461
662	0.05597834312
663	0.05595094098
664	0.05590712038
665	0.0558762567
666	0.05583937249
667	0.05580504718
668	0.05574235591
669	0.05571946858
670	0.05567204534
671	0.05563500011
672	0.05560969429
673	0.05556955759
674	0.05551206724
675	0.05544280639
676	0.05541663005
677	0.05539340155
678	0.05536299649
679	0.05532750701
680	0.05528325918
681	0.0552248772
682	0.0551915722
683	0.05512109502
684	0.0550881685
685	0.05505573824
686	0.05502451289
687	0.0549842564
688	0.05490330703
689	0.05488322153
690	0.0548613125
691	0.05483181394
692	0.054814892
693	0.05479424564
694	0.05476573778
695	0.05474032963
696	0.05469953227
697	0.0546725054
698	0.05461343979
699	0.05451126193
700	0.05445236345
701	0.05440329063
702	0.05436988595
703	0.05434483863
704	0.05432209525
705	0.0542863683
706	0.05425474115
707	0.05423053516
708	0.05420489306
709	0.0541528264
710	0.05411399215
711	0.05408237462
712	0.05404821938
713	0.05401586618
714	0.05397842167
715	0.05393068713
716	0.0539071439
717	0.0538423294
718	0.05378659511
719	0.05376092454
720	0.0536976488
721	0.05367308648
722	0.05364623741
723	0.05361334432
724	0.05353162058
725	0.05351210326
726	0.05348690462
727	0.0534510868
728	0.05339413314
729	0.05333199619
730	0.05331199889
731	0.05327213641
732	0.05323969562
733	0.05321738711
734	0.05317633079
735	0.05314819022
736	0.05309078072
737	0.05306806012
738	0.05303272282
739	0.05301444973
740	0.05297287401
741	0.05293548799
742	0.05291068213
743	0.05286402819
744	0.05283959974
745	0.05280880854
746	0.05275814328
747	0.05273737583
748	0.05270951511
749	0.05267101669
750	0.05264431393
751	0.05260100706
752	0.05257875937
753	0.052548895
754	0.05251642352
755	0.05249426519
756	0.05244953258
757	0.05241700047
758	0.05238619729
759	0.05234697023
760	0.05233370575
761	0.05230815872
762	0.05226015276
763	0.0522133449
764	0.05218143153
765	0.05213687416
766	0.05211596804
767	0.05206599579
768	0.05202780298
769	0.05199048754
770	0.05196954403
771	0.05192041599
772	0.05188991988
773	0.05187298667
774	0.05183897401
775	0.05181343728
776	0.05178492111
777	0.05175504785
778	0.05173771437
779	0.05169375328
780	0.05165770861
781	0.05156371305
782	0.05154836032
783	0.05152552107
784	0.05150960487
785	0.05149133696
786	0.05144946821
787	0.05142649386
788	0.05138428227
789	0.05134922235
790	0.05130901776
791	0.05127984552
792	0.0512451607
793	0.05121434762
794	0.05116420121
795	0.05112674956
796	0.05107089403
797	0.0510263503
798	0.05100553041
799	0.05098975579
800	0.05097732133
801	0.05096193883
802	0.05094451638
803	0.05092478627
804	0.05087327156
805	0.05083488662
806	0.05080586854
807	0.05077746341
808	0.05074239731
809	0.05071492041
810	0.05067998026
811	0.05064008702
812	0.05057029511
813	0.05055342373
814	0.05050910823
815	0.0504623431
816	0.05042245083
817	0.05039548925
818	0.05037189377
819	0.050333661
820	0.05031325856
821	0.05025237991
822	0.05023208297
823	0.05018117491
824	0.05013390225
825	0.0500927221
826	0.05002064267
827	0.04999303794
828	0.04996785997
829	0.04994946701
830	0.0499344867
831	0.04989580372
832	0.04987675061
833	0.04983283257
834	0.0497733443
835	0.04976067134
836	0.04972835131
837	0.04969791444
838	0.04967434327
839	0.04965636113
840	0.04964269461
841	0.04961721933
842	0.04958656519
843	0.04954937521
844	0.04953781753
845	0.04951424035
846	0.04945519073
847	0.04941809977
848	0.04939020335
849	0.04935402519
850	0.04931937006
851	0.04927843976
852	0.0492520381
853	0.04920302603
854	0.04914895518
855	0.04910066277
856	0.0490533962
857	0.04894851673
858	0.04890736727
859	0.04886731634
860	0.04883882941
861	0.04881667003
862	0.04879719787
863	0.0487755448
864	0.04874086737
865	0.0486953202
866	0.04865962749
867	0.04862377538
868	0.04859798551
869	0.0485764264
870	0.04854494522
871	0.04847730214
872	0.04846019177
873	0.04842931793
874	0.04840849655
875	0.04838199586
876	0.04835218498
877	0.04833852863
878	0.04832334941
879	0.04829119527
880	0.04826321086
881	0.04823000766
882	0.04817874097
883	0.0481384069
884	0.04811190646
885	0.04808582071
886	0.04805137993
887	0.04803289588
888	0.04798557657
889	0.04796262015
890	0.04791366746
891	0.04789086882
892	0.04785752008
893	0.04784114227
894	0.04781423767
895	0.04778043145
896	0.04775686341
897	0.04772641256
898	0.04771342001
899	0.04769736882
900	0.0476793896
901	0.04765270017
902	0.04761045787
903	0.04757158628
904	0.04754558627
905	0.04751333278
906	0.04748655522
907	0.04745495037
908	0.04742787955
909	0.04741623606
910	0.04739719532
911	0.04738190227
912	0.04736073671
913	0.04734192377
914	0.04731628726
915	0.04727723164
916	0.04723665471
917	0.04720843712
918	0.04715284309
919	0.04712348038
920	0.04710329089
921	0.04705901555
922	0.04702451325
923	0.0470024018
924	0.04695483807
925	0.04691597616
926	0.04689291678
927	0.04687301721
928	0.04684188543
929	0.0467799437
930	0.04676216555
931	0.04675233659
932	0.04669670411
933	0.04663122264
934	0.04660735929
935	0.04658622198
936	0.04655363879
937	0.04653758096
938	0.04652533105
939	0.04650545021
940	0.04647084941
941	0.04643288132
942	0.04641866962
943	0.04640665809
944	0.04638171985
945	0.04636588617
946	0.04634113938
947	0.04631960579
948	0.04630045554
949	0.04629161963
950	0.04627718938
951	0.0462534612
952	0.04623388824
953	0.04622162516
954	0.0461865641
955	0.04616069163
956	0.04612780755
957	0.04610481279
958	0.04607627466
959	0.04604618729
960	0.04601742497
961	0.04599859646
962	0.04598029468
963	0.04595523521
964	0.04593268254
965	0.04589999128
966	0.04584630498
967	0.04582652267
968	0.04577653687
969	0.04574482168
970	0.04572139685
971	0.0456864561
972	0.04564273068
973	0.04560373999
974	0.04557563115
975	0.04555416845
976	0.04553014787
977	0.04550962536
978	0.04548942526
979	0.04542961438
980	0.04540617625
981	0.0453951516
982	0.04538087505
983	0.0453461863
984	0.04532140192
985	0.04529982375
986	0.04528300554
987	0.04525513539
988	0.04523218224
989	0.04521374094
990	0.04518587605
991	0.04512934158
992	0.04510570165
993	0.04507541154
994	0.04504461685
995	0.04499857146
996	0.04498123101
997	0.04495293048
998	0.04492216581
999	0.04490389259
1000	0.04488211522
1001	0.04486257288
1002	0.04484081884
1003	0.04481467095
1004	0.0447917036
1005	0.04477189432
1006	0.04475329234
1007	0.04473494045
1008	0.04470202408
1009	0.04468715357
1010	0.04466051268
1011	0.04464277202
1012	0.04463188486
1013	0.04461556415
1014	0.04458088273
1015	0.04456606365
1016	0.04455234267
1017	0.04453942187
1018	0.04450677799
1019	0.04447101747
1020	0.04444542544
1021	0.04442201958
1022	0.04440583786
1023	0.04439308088
1024	0.04434717211
1025	0.04432426282
1026	0.04431181501
1027	0.04429219331
1028	0.04427223808
1029	0.04424938352
1030	0.04423862659
1031	0.04421165469
1032	0.04418103527
1033	0.04415752404
1034	0.04411769908
1035	0.04409796844
1036	0.04408048096
1037	0.04406234458
1038	0.0440537241
1039	0.04403201948
1040	0.04399462639
1041	0.04396940836
1042	0.04395042367
1043	0.04391780098
1044	0.0439032605
1045	0.04387434982
1046	0.04385259368
1047	0.04382071629
1048	0.04380008068
1049	0.04378279324
1050	0.04375537762
1051	0.04373355124
1052	0.04371327507
1053	0.04369794551
1054	0.04368207568
1055	0.04365398206
1056	0.04364124126
1057	0.04361070916
1058	0.04359500074
1059	0.04358050172
1060	0.04354577918
1061	0.04353244685
1062	0.04351067321
1063	0.04349503891
1064	0.0434819568
1065	0.04346646125
1066	0.04345285068
1067	0.0434382923
1068	0.04341609343
1069	0.0434068291
1070	0.04338718335
1071	0.04337038876
1072	0.04334991037
1073	0.04330662326
1074	0.04328034979
1075	0.04326547375
1076	0.04324681262
1077	0.0432336212
1078	0.04319769468
1079	0.04315924747
1080	0.04314135889
1081	0.04311892005
1082	0.0431030182
1083	0.04308573252
1084	0.04307371209
1085	0.04305670325
1086	0.04302968621
1087	0.04300756262
1088	0.04297854899
1089	0.04295153713
1090	0.04293055254
1091	0.04290354979
1092	0.04288969198
1093	0.04285502821
1094	0.04284237971
1095	0.04282911553
1096	0.04281092444
1097	0.04278388178
1098	0.04276444803
1099	0.04275547773
1100	0.04272011937
1101	0.04269713625
1102	0.04266833779
1103	0.0426322349
1104	0.04261740381
1105	0.04259766767
1106	0.04258184884
1107	0.0425702378
1108	0.04256211237
1109	0.04254649979
1110	0.04253252884
1111	0.04251878466
1112	0.04250688495
1113	0.04249231373
1114	0.04246526744
1115	0.04242898297
1116	0.04241197026
1117	0.04239061655
1118	0.04235377835
1119	0.04233289514
1120	0.04231408676
1121	0.04230146205
1122	0.04227615701
1123	0.04225831593
1124	0.04224126121
1125	0.04223198024
1126	0.04220704771
1127	0.04219024031
1128	0.04217940241
1129	0.04216081862
1130	0.04213555965
1131	0.04210505767
1132	0.04208321691
1133	0.04207083339
1134	0.04204698296
1135	0.04201823759
1136	0.04200544588
1137	0.04199021326
1138	0.04197533921
1139	0.0419551113
1140	0.0419273333
1141	0.04190966174
1142	0.0418958675
1143	0.04188555821
1144	0.0418449055
1145	0.04181638356
1146	0.04180581492
1147	0.04178936758
1148	0.04177279762
1149	0.04175824616
1150	0.0417417719
1151	0.04172689753
1152	0.04170394588
1153	0.04168817416
1154	0.04166190559
1155	0.04164909076
1156	0.04163514915
1157	0.0416215635
1158	0.04160455155
1159	0.04158373863
1160	0.04156508329
1161	0.04155226326
1162	0.04153122412
1163	0.0415081119
1164	0.04149614547
1165	0.04147347678
1166	0.04146103128
1167	0.04144927186
1168	0.04143499843
1169	0.04141874103
1170	0.04140306947
1171	0.04138693312
1172	0.04137627101
1173	0.04136254018
1174	0.04134441118
1175	0.04132153305
1176	0.04131049717
1177	0.04128702302
1178	0.04127773799
1179	0.04126461244
1180	0.04124872369
1181	0.04122695229
1182	0.04120372408
1183	0.04118369934
1184	0.04115996689
1185	0.04114519809
1186	0.04112621009
1187	0.04111688925
1188	0.04110786523
1189	0.04108637229
1190	0.04107308165
1191	0.04105452153
1192	0.0410309727
1193	0.04101779804
1194	0.04099772107
1195	0.04098331072
1196	0.04096631687
1197	0.04095268244
1198	0.04093531849
1199	0.0409209995
1200	0.04089786035
1201	0.04088138111
1202	0.0408637825
1203	0.04085355539
1204	0.04082890413
1205	0.04080422789
1206	0.04077890474
1207	0.04076972207
1208	0.04074301582
1209	0.04072236324
1210	0.04070900366
1211	0.04070042987
1212	0.04068001969
1213	0.04065901267
1214	0.04064615961
1215	0.0406209217
1216	0.0406093146
1217	0.04058414221
1218	0.04056168412
1219	0.0405502328
1220	0.04053249965
1221	0.04051607852
1222	0.04049508433
1223	0.04047486992
1224	0.04046030821
1225	0.04044512218
1226	0.04043534544
1227	0.04042064346
1228	0.04038922266
1229	0.04037717761
1230	0.04035788992
1231	0.04034680483
1232	0.04033608636
1233	0.04030290404
1234	0.04028823146
1235	0.04027688152
1236	0.04026823567
1237	0.0402466389
1238	0.04023832784
1239	0.04022927707
1240	0.04021804082
1241	0.04018476993
1242	0.04015736929
1243	0.04014869296
1244	0.04011942569
1245	0.04010843156
1246	0.04009777061
1247	0.04007972652
1248	0.0400679129
1249	0.04005591948
1250	0.04003439392
1251	0.04001530453
1252	0.03999866441
1253	0.03998507552
1254	0.03996785321
1255	0.03995533717
1256	0.03993896434
1257	0.03991229567
1258	0.03989323444
1259	0.03985350919
1260	0.03983257184
1261	0.03981332121
1262	0.03979712897
1263	0.03977276809
1264	0.03975408005
1265	0.03974282043
1266	0.03973646676
1267	0.03971526761
1268	0.03970509018
1269	0.03968948859
1270	0.03967754691
1271	0.03965142598
1272	0.03962500317
1273	0.03961889007
1274	0.03959623191
1275	0.03958704644
1276	0.03957388149
1277	0.03955472827
1278	0.0395434473
1279	0.03953189177
1280	0.03951338042
1281	0.03950438673
1282	0.03949310232
1283	0.0394758613
1284	0.03946488019
1285	0.0394510948
1286	0.03944314785
1287	0.03942559653
1288	0.03941306185
1289	0.03939191347
1290	0.03938108455
1291	0.0393640203
1292	0.03935081934
1293	0.03934105467
1294	0.03933089907
1295	0.03932054435
1296	0.03929658263
1297	0.03927989722
1298	0.03926668985
1299	0.03924756228
1300	0.0392415259
1301	0.03921145598
1302	0.03920155621
1303	0.0391894286
1304	0.03918078009
1305	0.03915672301
1306	0.03913649427
1307	0.03912612228
1308	0.03910961272
1309	0.03909445518
1310	0.03907813391
1311	0.03905048909
1312	0.03904094902
1313	0.0390291199
1314	0.03900281231
1315	0.03898180849
1316	0.03894649896
1317	0.03893481436
1318	0.03892698107
1319	0.0389148159
1320	0.03890153514
1321	0.03887738855
1322	0.03886318452
1323	0.03884594592
1324	0.03883368797
1325	0.03882453255
1326	0.03880549606
1327	0.0387924503
1328	0.0387802514
1329	0.03877055364
1330	0.03875516829
1331	0.0387479758
1332	0.03873327376
1333	0.03872108217
1334	0.03871352482
1335	0.03870046138
1336	0.03869282017
1337	0.03868608833
1338	0.03866629822
1339	0.03865455198
1340	0.03863068535
1341	0.03861541929
1342	0.03859995855
1343	0.03859022395
1344	0.03857887507
1345	0.03856398952
1346	0.03854742356
1347	0.03853660076
1348	0.03852564294
1349	0.03850604277
1350	0.03849268781
1351	0.03848070692
1352	0.03847073919
1353	0.03846505702
1354	0.03844901783
1355	0.0384290781
1356	0.03841869356
1357	0.03840423392
1358	0.0383922079
1359	0.03838423174
1360	0.03837461217
1361	0.03836524236
1362	0.03835542608
1363	0.03833908511
1364	0.03831511901
1365	0.03829420369
1366	0.03827819734
1367	0.03826745881
1368	0.03824568523
1369	0.03822800013
1370	0.03821380477
1371	0.03818888337
1372	0.03818045665
1373	0.03816317682
1374	0.03814747858
1375	0.0381050275
1376	0.0380944512
1377	0.03806808451
1378	0.03803827668
1379	0.03803188895
1380	0.03802328034
1381	0.03800595679
1382	0.03798942599
1383	0.03797511957
1384	0.03795992506
1385	0.03793419311
1386	0.03792872628
1387	0.03791380585
1388	0.03789977933
1389	0.03787905897
1390	0.03786296067
1391	0.03784557263
1392	0.0378264996
1393	0.03780119018
1394	0.03778644029
1395	0.03777002733
1396	0.03775271856
1397	0.0377381735
1398	0.03772880848
1399	0.03770771904
1400	0.03768984285
1401	0.03767195964
1402	0.03765806564
1403	0.03763343394
1404	0.03762352015
1405	0.03760930262
1406	0.03759073663
1407	0.03757986322
1408	0.03756636365
1409	0.0375540556
1410	0.0375414552
1411	0.03752491817
1412	0.03751812179
1413	0.03750633294
1414	0.03749746252
1415	0.03748506308
1416	0.03747524754
1417	0.03746681316
1418	0.03743354593
1419	0.0374219475
1420	0.03740301654
1421	0.03738965685
1422	0.03736652442
1423	0.03735408609
1424	0.03734610619
1425	0.03732820894
1426	0.03731789921
1427	0.03731281534
1428	0.03729205303
1429	0.03728038521
1430	0.03726754855
1431	0.03724798137
1432	0.03723267235
1433	0.0372094338
1434	0.03719985628
1435	0.03718965473
1436	0.0371807296
1437	0.03716632352
1438	0.03715490307
1439	0.03714251763
1440	0.03712815797
1441	0.03711512488
1442	0.03708901236
1443	0.03706809146
1444	0.03704806386
1445	0.03703400603
1446	0.03701962581
1447	0.03700497158
1448	0.03699175178
1449	0.03697574307
1450	0.03695220648
1451	0.03693677125
1452	0.03692657999
1453	0.03690721125
1454	0.03689638346
1455	0.03687837989
1456	0.03686143661
1457	0.03684698387
1458	0.03683796625
1459	0.03680168321
1460	0.03677133402
1461	0.03674971359
1462	0.03673766223
1463	0.03671087223
1464	0.03669970358
1465	0.0366885971
1466	0.03664923567
1467	0.03664140546
1468	0.03663530338
1469	0.03662957627
1470	0.03662077556
1471	0.03661107456
1472	0.03659637431
1473	0.03657282941
1474	0.0365655509
1475	0.03655873086
1476	0.03654641203
1477	0.03653261132
1478	0.03652211262
1479	0.03650059628
1480	0.03649092172
1481	0.03648419181
1482	0.03646921693
1483	0.03645376353
1484	0.03644445147
1485	0.03643246834
1486	0.03641084243
1487	0.03640283779
1488	0.03639349068
1489	0.03637540478
1490	0.03636387982
1491	0.03634814555
1492	0.03633761438
1493	0.03630768165
1494	0.03629588646
1495	0.03624349827
1496	0.03623270818
1497	0.03622075218
1498	0.03620831137
1499	0.03619773061
1500	0.03618792578
